EmpID,CTC ,Salary,Health Insurance,Life Insurance,Pension Plan,Vaccation,Child Care,Performance Bonus,EquityShare,Finance Metrics
525-61-6711,139292.56,97504.792,6964.63,5571.7,15322.18,6,5571.7,2785.85,5,114.93
719-59-6011,158114.05,110679.835,7905.7,6324.56,17392.55,4,6324.56,3162.28,7,130.46
225-46-7514,55420.68,38794.476,2771.03,2216.83,6096.27,5,2216.83,1108.41,3,45.74
334-91-5051,123735.03,86614.521,6186.75,4949.4,13610.85,9,4949.4,2474.7,4,102.09
554-54-2631,50614.05,35429.835,2530.7,2024.56,5567.55,15,2024.56,1012.28,9,41.77
185-76-8859,50070.63,35049.441,2503.53,2002.83,5507.77,16,2002.83,1001.41,9,41.32
798-84-4263,87438.34,61206.838,4371.92,3497.53,9618.22,5,3497.53,1748.77,2,72.15
811-88-1502,99288.25,69501.775,4964.41,3971.53,10921.71,6,3971.53,1985.77,2,81.93
487-54-7862,127655.92,89359.144,6382.8,5106.24,14042.15,16,5106.24,2553.12,8,105.33
196-47-2733,21026.73,14718.711,1051.34,841.07,2312.94,9,841.07,420.53,3,17.35
701-05-0656,35393.21,24775.247,1769.66,1415.73,3893.25,11,1415.73,707.86,4,29.20
483-12-6794,114228.62,79960.034,5711.43,4569.14,12565.15,3,4569.14,2284.57,6,94.26
601-39-2729,177608.12,124325.684,8880.41,7104.32,19536.89,8,7104.32,3552.16,7,146.54
355-24-7889,194235.45,135964.815,9711.77,7769.42,21365.9,5,7769.42,3884.71,4,160.26
591-64-9037,116079.52,81255.664,5803.98,4643.18,12768.75,9,4643.18,2321.59,2,95.77
157-57-4547,70557.42,49390.194,3527.87,2822.3,7761.32,8,2822.3,1411.15,2,58.22
187-40-9022,73150.81,51205.567,3657.54,2926.03,8046.59,1,2926.03,1463.02,5,60.37
490-62-6783,108821.2,76174.84,5441.06,4352.85,11970.33,1,4352.85,2176.42,5,89.80
795-84-7456,147991.17,103593.819,7399.56,5919.65,16279.03,11,5919.65,2959.82,2,122.10
429-39-5397,145590.4,101913.28,7279.52,5823.62,16014.94,18,5823.62,2911.81,1,120.12
850-13-9937,154291.9,108004.33,7714.6,6171.68,16972.11,2,6171.68,3085.84,8,127.31
781-97-0966,134723.11,94306.177,6736.16,5388.92,14819.54,1,5388.92,2694.46,7,111.17
382-54-8269,52298.67,36609.069,2614.93,2091.95,5752.85,20,2091.95,1045.97,8,43.17
104-30-3499,68348.37,47843.859,3417.42,2733.93,7518.32,10,2733.93,1366.97,1,56.39
870-82-3617,37895.11,26526.577,1894.76,1515.8,4168.46,14,1515.8,757.9,5,31.27
172-28-9479,49620.72,34734.504,2481.04,1984.83,5458.28,20,1984.83,992.41,4,40.95
198-12-1713,178420.17,124894.119,8921.01,7136.81,19626.22,8,7136.81,3568.4,0,147.20
487-87-0182,89162.3,62413.61,4458.12,3566.49,9807.85,2,3566.49,1783.25,7,73.58
593-72-3054,167551.36,117285.952,8377.57,6702.05,18430.65,2,6702.05,3351.03,0,138.25
328-37-1325,167646.82,117352.774,8382.34,6705.87,18441.15,12,6705.87,3352.94,0,138.31
607-49-8298,157772.87,110441.009,7888.64,6310.91,17355.02,4,6310.91,3155.46,2,130.18
700-93-5976,38655.21,27058.647,1932.76,1546.21,4252.07,13,1546.21,773.1,1,31.89
858-50-4610,172959.86,121071.902,8647.99,6918.39,19025.58,5,6918.39,3459.2,9,142.71
668-40-7221,115440.18,80808.126,5772.01,4617.61,12698.42,13,4617.61,2308.8,6,95.24
380-96-3808,192496.45,134747.515,9624.82,7699.86,21174.61,13,7699.86,3849.93,6,158.81
814-22-9560,132848.03,92993.621,6642.4,5313.92,14613.28,14,5313.92,2656.96,8,109.61
863-08-7416,89784.83,62849.381,4489.24,3591.39,9876.33,1,3591.39,1795.7,7,74.10
238-24-1506,89294.6,62506.22,4464.73,3571.78,9822.41,14,3571.78,1785.89,3,73.67
575-56-4899,24284.2,16998.94,1214.21,971.37,2671.26,5,971.37,485.68,2,20.05
616-53-3070,160755.83,112529.081,8037.79,6430.23,17683.14,2,6430.23,3215.12,8,132.65
778-44-6988,169942.76,118959.932,8497.14,6797.71,18693.7,16,6797.71,3398.86,1,140.21
119-94-0743,109040.46,76328.322,5452.02,4361.62,11994.45,3,4361.62,2180.81,5,89.98
799-15-9749,140815.17,98570.619,7040.76,5632.61,15489.67,13,5632.61,2816.3,7,116.18
212-61-2032,189276.87,132493.809,9463.84,7571.07,20820.46,12,7571.07,3785.54,6,156.16
612-76-1526,21594.08,15115.856,1079.7,863.76,2375.35,18,863.76,431.88,10,17.83
775-32-5907,188585.34,132009.738,9429.27,7543.41,20744.39,13,7543.41,3771.71,6,155.59
279-72-5350,80662.43,56463.701,4033.12,3226.5,8872.87,15,3226.5,1613.25,10,66.56
146-13-1925,168723.9,118106.73,8436.2,6748.96,18559.63,8,6748.96,3374.48,4,139.21
850-24-6316,46169.25,32318.475,2308.46,1846.77,5078.62,10,1846.77,923.39,8,38.10
770-77-9300,26318.17,18422.719,1315.91,1052.73,2895,20,1052.73,526.36,2,21.73
526-71-6311,57482.32,40237.624,2874.12,2299.29,6323.06,7,2299.29,1149.65,4,47.43
743-19-4042,77741.71,54419.197,3887.09,3109.67,8551.59,11,3109.67,1554.83,4,64.14
853-77-3042,51760,36232,2588,2070.4,5693.6,13,2070.4,1035.2,7,42.71
412-97-3582,66246.97,46372.879,3312.35,2649.88,7287.17,1,2649.88,1324.94,0,54.68
432-44-4937,73648.46,51553.922,3682.42,2945.94,8101.33,18,2945.94,1472.97,9,60.78
290-40-7878,160277.63,112194.341,8013.88,6411.11,17630.54,16,6411.11,3205.55,5,132.24
323-20-6524,188073.36,131651.352,9403.67,7522.93,20688.07,3,7522.93,3761.47,8,155.18
524-67-0808,40388.31,28271.817,2019.42,1615.53,4442.71,20,1615.53,807.77,2,33.34
168-26-9738,80118.15,56082.705,4005.91,3204.73,8813,7,3204.73,1602.36,8,66.11
250-04-5638,43416.42,30391.494,2170.82,1736.66,4775.81,6,1736.66,868.33,10,35.83
572-78-0613,49170.45,34419.315,2458.52,1966.82,5408.75,7,1966.82,983.41,4,40.58
706-54-0392,108885.71,76219.997,5444.29,4355.43,11977.43,8,4355.43,2177.71,10,89.84
597-03-4759,54067.43,37847.201,2703.37,2162.7,5947.42,7,2162.7,1081.35,9,44.62
197-98-1208,189607.35,132725.145,9480.37,7584.29,20856.81,1,7584.29,3792.15,1,156.45
312-24-9763,168696.25,118087.375,8434.81,6747.85,18556.59,17,6747.85,3373.93,0,139.18
493-77-9411,43490.58,30443.406,2174.53,1739.62,4783.96,5,1739.62,869.81,8,35.90
333-04-0878,90229.19,63160.433,4511.46,3609.17,9925.21,20,3609.17,1804.58,5,74.46
714-36-7268,170200.8,119140.56,8510.04,6808.03,18722.09,5,6808.03,3404.02,9,140.43
617-78-2662,110714.23,77499.961,5535.71,4428.57,12178.57,7,4428.57,2214.28,8,91.35
830-80-9875,61732.17,43212.519,3086.61,2469.29,6790.54,4,2469.29,1234.64,6,50.95
196-08-0009,66173.63,46321.541,3308.68,2646.95,7279.1,14,2646.95,1323.47,4,54.60
840-11-5296,32079.11,22455.377,1603.96,1283.16,3528.7,12,1283.16,641.58,6,26.47
458-64-1509,41076.05,28753.235,2053.8,1643.04,4518.37,4,1643.04,821.52,5,33.91
625-23-0975,81462.22,57023.554,4073.11,3258.49,8960.84,15,3258.49,1629.24,1,67.21
215-25-4321,76875.32,53812.724,3843.77,3075.01,8456.29,6,3075.01,1537.51,2,63.43
230-74-0663,54628.34,38239.838,2731.42,2185.13,6009.12,3,2185.13,1092.57,1,45.09
718-41-7618,178267.39,124787.173,8913.37,7130.7,19609.41,18,7130.7,3565.35,5,147.08
524-76-7460,198176.78,138723.746,9908.84,7927.07,21799.45,16,7927.07,3963.54,10,163.51
610-95-5597,78854.51,55198.157,3942.73,3154.18,8674,9,3154.18,1577.09,7,65.06
639-55-4992,154778.81,108345.167,7738.94,6191.15,17025.67,11,6191.15,3095.58,10,127.70
229-05-6612,53032.14,37122.498,2651.61,2121.29,5833.54,20,2121.29,1060.64,7,43.77
257-90-7401,131737.44,92216.208,6586.87,5269.5,14491.12,19,5269.5,2634.75,8,108.70
562-46-2421,27505.83,19254.081,1375.29,1100.23,3025.64,20,1100.23,550.12,3,22.71
351-35-0778,140303.85,98212.695,7015.19,5612.15,15433.42,2,5612.15,2806.08,10,115.77
584-88-6201,177230.78,124061.546,8861.54,7089.23,19495.39,16,7089.23,3544.62,5,146.23
594-16-9868,51397.62,35978.334,2569.88,2055.9,5653.74,14,2055.9,1027.95,7,42.41
390-28-6994,169041.37,118328.959,8452.07,6761.65,18594.55,1,6761.65,3380.83,0,139.48
472-90-5048,167032.47,116922.729,8351.62,6681.3,18373.57,16,6681.3,3340.65,6,137.81
117-78-7102,39478.16,27634.712,1973.91,1579.13,4342.6,2,1579.13,789.56,9,32.59
344-96-2842,162303.3,113612.31,8115.17,6492.13,17853.36,18,6492.13,3246.07,8,133.92
242-62-9239,160563.75,112394.625,8028.19,6422.55,17662.01,20,6422.55,3211.28,1,132.48
834-42-9647,106317.74,74422.418,5315.89,4252.71,11694.95,9,4252.71,2126.35,0,87.72
796-29-5114,164158.39,114910.873,8207.92,6566.34,18057.42,9,6566.34,3283.17,5,135.44
334-73-2167,123503.94,86452.758,6175.2,4940.16,13585.43,1,4940.16,2470.08,8,101.92
664-17-4190,122347.13,85642.991,6117.36,4893.89,13458.18,10,4893.89,2446.94,2,100.94
550-47-0488,143940.22,100758.154,7197.01,5757.61,15833.42,15,5757.61,2878.8,7,118.76
586-11-3596,86537.03,60575.921,4326.85,3461.48,9519.07,9,3461.48,1730.74,10,71.40
458-48-0693,33430.49,23401.343,1671.52,1337.22,3677.35,11,1337.22,668.61,7,27.58
787-06-7356,195722.54,137005.778,9786.13,7828.9,21529.48,4,7828.9,3914.45,5,161.49
391-92-9519,178417.49,124892.243,8920.87,7136.7,19625.92,15,7136.7,3568.35,0,147.20
345-98-1858,176229.64,123360.748,8811.48,7049.19,19385.26,10,7049.19,3524.59,5,145.40
154-06-3551,102225.48,71557.836,5111.27,4089.02,11244.8,13,4089.02,2044.51,9,84.34
278-89-8725,99780.69,69846.483,4989.03,3991.23,10975.88,10,3991.23,1995.61,4,82.32
197-17-2683,193185.57,135229.899,9659.28,7727.42,21250.41,16,7727.42,3863.71,5,159.39
400-13-1153,167172.52,117020.764,8358.63,6686.9,18388.98,10,6686.9,3343.45,0,137.92
478-41-6998,40872.3,28610.61,2043.62,1634.89,4495.95,3,1634.89,817.45,7,33.74
186-50-5039,29732.29,20812.603,1486.61,1189.29,3270.55,18,1189.29,594.65,10,24.55
571-65-5632,23275.32,16292.724,1163.77,931.01,2560.29,1,931.01,465.51,1,19.22
283-34-1358,191015.32,133710.724,9550.77,7640.61,21011.69,17,7640.61,3820.31,6,157.60
365-36-3302,136892.94,95825.058,6844.65,5475.72,15058.22,14,5475.72,2737.86,3,112.94
143-62-7407,54815.44,38370.808,2740.77,2192.62,6029.7,2,2192.62,1096.31,3,45.24
607-61-0279,50437.32,35306.124,2521.87,2017.49,5548.11,20,2017.49,1008.75,9,41.63
148-92-3026,127134.43,88994.101,6356.72,5085.38,13984.79,18,5085.38,2542.69,4,104.90
318-99-4524,152207.83,106545.481,7610.39,6088.31,16742.86,6,6088.31,3044.16,1,125.58
753-81-5593,154308.29,108015.803,7715.41,6172.33,16973.91,20,6172.33,3086.17,4,127.32
189-62-8701,42265.95,29586.165,2113.3,1690.64,4649.25,10,1690.64,845.32,8,34.88
428-80-1324,132906.94,93034.858,6645.35,5316.28,14619.76,13,5316.28,2658.14,7,109.65
478-76-3092,150241.46,105169.022,7512.07,6009.66,16526.56,3,6009.66,3004.83,2,123.97
452-69-4949,56666.02,39666.214,2833.3,2266.64,6233.26,17,2266.64,1133.32,3,46.76
586-35-1491,108276.36,75793.452,5413.82,4331.05,11910.4,18,4331.05,2165.53,3,89.34
834-54-3380,153115.36,107180.752,7655.77,6124.61,16842.69,5,6124.61,3062.31,2,126.33
246-54-1644,56046.63,39232.641,2802.33,2241.87,6165.13,19,2241.87,1120.93,6,46.25
656-10-7361,84573.06,59201.142,4228.65,3382.92,9303.04,2,3382.92,1691.46,0,69.79
744-65-3632,189214.8,132450.36,9460.74,7568.59,20813.63,15,7568.59,3784.3,2,156.11
500-60-2795,119135.36,83394.752,5956.77,4765.41,13104.89,6,4765.41,2382.71,6,98.30
209-04-7708,121259.47,84881.629,6062.97,4850.38,13338.54,14,4850.38,2425.19,9,100.05
636-51-8497,83203.79,58242.653,4160.19,3328.15,9152.42,8,3328.15,1664.08,2,68.65
239-87-7567,34041.54,23829.078,1702.08,1361.66,3744.57,10,1361.66,680.83,4,28.09
630-73-5302,28009.74,19606.818,1400.49,1120.39,3081.07,9,1120.39,560.19,9,23.12
676-41-7739,169114.93,118380.451,8455.75,6764.6,18602.64,17,6764.6,3382.3,8,139.53
134-46-9257,137936.04,96555.228,6896.8,5517.44,15172.96,1,5517.44,2758.72,2,113.82
529-38-6435,28645.89,20052.123,1432.29,1145.84,3151.05,5,1145.84,572.92,5,23.65
559-18-3764,190916.79,133641.753,9545.84,7636.67,21000.85,2,7636.67,3818.34,5,157.53
555-15-5878,40769.89,28538.923,2038.49,1630.8,4484.69,19,1630.8,815.4,3,33.65
131-57-1352,39661.81,27763.267,1983.09,1586.47,4362.8,13,1586.47,793.24,0,32.72
164-86-0190,152714.07,106899.849,7635.7,6108.56,16798.55,3,6108.56,3054.28,10,126.01
198-64-5501,23051.17,16135.819,1152.56,922.05,2535.63,17,922.05,461.02,1,19.03
431-37-9124,121686.6,85180.62,6084.33,4867.46,13385.53,10,4867.46,2433.73,7,100.40
848-97-9758,135210.69,94647.483,6760.53,5408.43,14873.18,19,5408.43,2704.21,4,111.56
593-77-6491,75529.34,52870.538,3776.47,3021.17,8308.23,1,3021.17,1510.59,9,62.34
722-22-8739,34098.45,23868.915,1704.92,1363.94,3750.83,13,1363.94,681.97,6,28.14
448-21-2214,62671.93,43870.351,3133.6,2506.88,6893.91,7,2506.88,1253.44,8,51.72
795-15-2468,96426.19,67498.333,4821.31,3857.05,10606.88,9,3857.05,1928.52,8,79.56
118-22-6720,59111.16,41377.812,2955.56,2364.45,6502.23,8,2364.45,1182.22,2,48.78
330-15-6617,156883.46,109818.422,7844.17,6275.34,17257.18,7,6275.34,3137.67,5,129.44
484-27-0972,129592.36,90714.652,6479.62,5183.69,14255.16,9,5183.69,2591.85,5,106.92
329-91-2039,111954.5,78368.15,5597.73,4478.18,12315,9,4478.18,2239.09,1,92.37
574-74-4682,124703.53,87292.471,6235.18,4988.14,13717.39,20,4988.14,2494.07,8,102.90
170-14-0264,176660.85,123662.595,8833.04,7066.43,19432.69,18,7066.43,3533.22,5,145.76
408-08-5520,85721.96,60005.372,4286.1,3428.88,9429.42,6,3428.88,1714.44,4,70.73
504-45-4507,192955.94,135069.158,9647.8,7718.24,21225.15,4,7718.24,3859.12,6,159.21
198-22-5301,154044.14,107830.898,7702.21,6161.77,16944.86,1,6161.77,3080.88,1,127.11
407-30-2939,134842.8,94389.96,6742.14,5393.71,14832.71,12,5393.71,2696.86,2,111.25
519-79-0683,135508.13,94855.691,6775.41,5420.33,14905.89,7,5420.33,2710.16,9,111.81
357-83-1063,95257.49,66680.243,4762.87,3810.3,10478.32,9,3810.3,1905.15,6,78.60
765-18-8140,187399.3,131179.51,9369.97,7495.97,20613.92,14,7495.97,3747.99,2,154.61
370-75-4782,23398.84,16379.188,1169.94,935.95,2573.87,11,935.95,467.98,1,19.31
313-59-6109,117360.02,82152.014,5868,4694.4,12909.6,12,4694.4,2347.2,10,96.83
164-46-5907,158612.23,111028.561,7930.61,6344.49,17447.35,5,6344.49,3172.24,4,130.87
543-40-8270,195123.22,136586.254,9756.16,7804.93,21463.55,14,7804.93,3902.46,2,160.98
175-62-7902,90944.17,63660.919,4547.21,3637.77,10003.86,14,3637.77,1818.88,2,75.03
527-70-1704,143064.88,100145.416,7153.24,5722.6,15737.14,5,5722.6,2861.3,8,118.05
555-23-6510,141111.45,98778.015,7055.57,5644.46,15522.26,20,5644.46,2822.23,10,116.44
859-73-9122,43396,30377.2,2169.8,1735.84,4773.56,6,1735.84,867.92,9,35.82
698-29-5169,198038.84,138627.188,9901.94,7921.55,21784.27,16,7921.55,3960.78,9,163.39
362-66-9071,119467.85,83627.495,5973.39,4778.71,13141.46,1,4778.71,2389.36,0,98.58
831-91-2014,158438.14,110906.698,7921.91,6337.53,17428.2,12,6337.53,3168.76,6,130.71
799-38-4399,33171.67,23220.169,1658.58,1326.87,3648.88,3,1326.87,663.43,9,27.39
167-09-4862,141918.07,99342.649,7095.9,5676.72,15610.99,2,5676.72,2838.36,4,117.10
647-04-4562,74114.59,51880.213,3705.73,2964.58,8152.6,13,2964.58,1482.29,4,61.15
419-52-3930,80155.28,56108.696,4007.76,3206.21,8817.08,3,3206.21,1603.11,5,66.15
798-05-2130,115432.91,80803.037,5771.65,4617.32,12697.62,19,4617.32,2308.66,5,95.25
385-25-2292,99236.98,69465.886,4961.85,3969.48,10916.07,10,3969.48,1984.74,2,81.88
651-30-0088,194584.25,136208.975,9729.21,7783.37,21404.27,10,7783.37,3891.69,5,160.54
133-42-0510,97824.91,68477.437,4891.25,3913,10760.74,15,3913,1956.5,2,80.71
678-71-7439,120110.47,84077.329,6005.52,4804.42,13212.15,7,4804.42,2402.21,1,99.10
264-52-8973,34938.21,24456.747,1746.91,1397.53,3843.2,5,1397.53,698.76,10,28.84
418-48-8275,62701.03,43890.721,3135.05,2508.04,6897.11,18,2508.04,1254.02,7,51.74
401-88-9557,34538.88,24177.216,1726.94,1381.56,3799.28,16,1381.56,690.78,8,28.51
504-49-4983,63355.7,44348.99,3167.79,2534.23,6969.13,1,2534.23,1267.11,0,52.29
274-76-9035,154223.72,107956.604,7711.19,6168.95,16964.61,15,6168.95,3084.47,2,127.24
603-71-9347,182290.84,127603.588,9114.54,7291.63,20051.99,13,7291.63,3645.82,3,150.39
420-77-6886,191944.13,134360.891,9597.21,7677.77,21113.85,14,7677.77,3838.88,8,158.36
705-40-4194,157177.17,110024.019,7858.86,6287.09,17289.49,13,6287.09,3143.54,9,129.68
576-87-3402,159036.42,111325.494,7951.82,6361.46,17494.01,20,6361.46,3180.73,3,131.22
386-73-5299,67770.19,47439.133,3388.51,2710.81,7454.72,11,2710.81,1355.4,9,55.92
868-35-7590,69126.25,48388.375,3456.31,2765.05,7603.89,9,2765.05,1382.53,5,57.04
525-24-5050,188408.65,131886.055,9420.43,7536.35,20724.95,8,7536.35,3768.17,8,155.45
358-05-0361,77597.35,54318.145,3879.87,3103.89,8535.71,7,3103.89,1551.95,10,64.03
284-29-1287,152709.82,106896.874,7635.49,6108.39,16798.08,10,6108.39,3054.2,0,125.99
871-21-2249,43143.34,30200.338,2157.17,1725.73,4745.77,18,1725.73,862.87,10,35.61
377-79-9044,173343.77,121340.639,8667.19,6933.75,19067.81,16,6933.75,3466.88,10,143.02
747-90-3567,199761.02,139832.714,9988.05,7990.44,21973.71,1,7990.44,3995.22,10,164.83
295-25-7944,24470.41,17129.287,1223.52,978.82,2691.75,7,978.82,489.41,10,20.20
782-01-7863,93827.32,65679.124,4691.37,3753.09,10321.01,20,3753.09,1876.55,0,77.42
532-70-2357,95973.96,67181.772,4798.7,3838.96,10557.14,6,3838.96,1919.48,6,79.19
285-64-9249,55968.5,39177.95,2798.43,2238.74,6156.54,20,2238.74,1119.37,9,46.19
762-12-2041,62449.19,43714.433,3122.46,2497.97,6869.41,12,2497.97,1248.98,10,51.52
823-16-4890,72187.5,50531.25,3609.38,2887.5,7940.63,2,2887.5,1443.75,4,59.58
533-42-3925,120875.14,84612.598,6043.76,4835.01,13296.27,6,4835.01,2417.5,9,99.74
136-62-5979,155382.29,108767.603,7769.11,6215.29,17092.05,6,6215.29,3107.65,8,128.21
214-75-4726,51199.5,35839.65,2559.98,2047.98,5631.95,1,2047.98,1023.99,4,42.26
536-23-1025,78107.93,54675.551,3905.4,3124.32,8591.87,7,3124.32,1562.16,4,64.45
364-51-2149,90250.19,63175.133,4512.51,3610.01,9927.52,11,3610.01,1805,1,74.46
167-12-8749,140090.41,98063.287,7004.52,5603.62,15409.95,13,5603.62,2801.81,8,115.58
262-58-4226,193540.7,135478.49,9677.04,7741.63,21289.48,4,7741.63,3870.81,7,159.69
687-83-7547,151524.09,106066.863,7576.2,6060.96,16667.65,5,6060.96,3030.48,7,125.02
250-95-2808,93383.73,65368.611,4669.19,3735.35,10272.21,20,3735.35,1867.67,2,77.06
493-65-9637,121208.62,84846.034,6060.43,4848.34,13332.95,18,4848.34,2424.17,10,100.01
572-36-2000,199280.92,139496.644,9964.05,7971.24,21920.9,2,7971.24,3985.62,2,164.43
466-19-6333,199181.14,139426.798,9959.06,7967.25,21909.93,14,7967.25,3983.62,7,164.33
509-54-1760,116309.38,81416.566,5815.47,4652.38,12794.03,6,4652.38,2326.19,6,95.97
556-65-2319,115884.7,81119.29,5794.24,4635.39,12747.32,7,4635.39,2317.69,5,95.62
359-74-8299,126218.14,88352.698,6310.91,5048.73,13884,8,5048.73,2524.36,7,104.14
325-16-7676,126144.47,88301.129,6307.22,5045.78,13875.89,14,5045.78,2522.89,9,104.08
521-92-8743,70187.02,49130.914,3509.35,2807.48,7720.57,9,2807.48,1403.74,6,57.91
173-93-6495,93925.99,65748.193,4696.3,3757.04,10331.86,6,3757.04,1878.52,1,77.50
324-47-8320,153399.35,107379.545,7669.97,6135.97,16873.93,13,6135.97,3067.99,10,126.56
633-22-5059,181955.42,127368.794,9097.77,7278.22,20015.1,5,7278.22,3639.11,4,150.13
237-16-6876,139052.43,97336.701,6952.62,5562.1,15295.77,15,5562.1,2781.05,8,114.73
668-24-3934,107190.48,75033.336,5359.52,4287.62,11790.95,6,4287.62,2143.81,3,88.45
327-23-7903,171658.04,120160.628,8582.9,6866.32,18882.38,3,6866.32,3433.16,6,141.64
715-73-2897,168342.63,117839.841,8417.13,6733.71,18517.69,17,6733.71,3366.85,0,138.89
132-49-0271,191391.52,133974.064,9569.58,7655.66,21053.07,2,7655.66,3827.83,1,157.92
392-37-9512,146869.32,102808.524,7343.47,5874.77,16155.63,15,5874.77,2937.39,6,121.18
850-14-5585,144061.75,100843.225,7203.09,5762.47,15846.79,8,5762.47,2881.24,6,118.86
790-67-0041,22482.46,15737.722,1124.12,899.3,2473.07,10,899.3,449.65,3,18.55
680-96-6640,198252.11,138776.477,9912.61,7930.08,21807.73,12,7930.08,3965.04,7,163.56
494-62-6460,50464.62,35325.234,2523.23,2018.58,5551.11,14,2018.58,1009.29,7,41.64
183-30-9487,114893.1,80425.17,5744.66,4595.72,12638.24,17,4595.72,2297.86,10,94.80
798-72-7287,196802.34,137761.638,9840.12,7872.09,21648.26,18,7872.09,3936.05,8,162.38
711-28-5073,21713.52,15199.464,1085.68,868.54,2388.49,6,868.54,434.27,9,17.93
812-04-2085,95449.53,66814.671,4772.48,3817.98,10499.45,4,3817.98,1908.99,1,78.76
493-16-1044,81880.64,57316.448,4094.03,3275.23,9006.87,4,3275.23,1637.61,1,67.57
192-20-8060,140109.49,98076.643,7005.47,5604.38,15412.04,16,5604.38,2802.19,8,115.60
866-24-5295,39503.07,27652.149,1975.15,1580.12,4345.34,12,1580.12,790.06,7,32.59
447-82-9302,21471.01,15029.707,1073.55,858.84,2361.81,7,858.84,429.42,2,17.72
482-90-4861,95491.07,66843.749,4774.55,3819.64,10504.02,18,3819.64,1909.82,5,78.79
333-62-4074,55403.78,38782.646,2770.19,2216.15,6094.42,19,2216.15,1108.08,10,45.73
103-32-4044,69846.65,48892.655,3492.33,2793.87,7683.13,9,2793.87,1396.93,7,57.63
611-17-0205,85033.57,59523.499,4251.68,3401.34,9353.69,18,3401.34,1700.67,4,70.17
330-91-2555,96617.8,67632.46,4830.89,3864.71,10627.96,12,3864.71,1932.36,1,79.71
304-91-8646,108532.45,75972.715,5426.62,4341.3,11938.57,14,4341.3,2170.65,9,89.55
208-23-7002,151631.05,106141.735,7581.55,6065.24,16679.42,11,6065.24,3032.62,5,125.10
229-67-2707,165126.64,115588.648,8256.33,6605.07,18163.93,17,6605.07,3302.53,2,136.24
801-12-6636,192687.03,134880.921,9634.35,7707.48,21195.57,18,7707.48,3853.74,3,158.98
538-20-1796,102420.42,71694.294,5121.02,4096.82,11266.25,7,4096.82,2048.41,2,84.51
158-29-2860,130253.1,91177.17,6512.66,5210.12,14327.84,4,5210.12,2605.06,9,107.48
733-33-6186,82231.61,57562.127,4111.58,3289.26,9045.48,16,3289.26,1644.63,7,67.85
525-72-1409,45319.44,31723.608,2265.97,1812.78,4985.14,9,1812.78,906.39,7,37.40
166-84-4221,114674.32,80272.024,5733.72,4586.97,12614.18,15,4586.97,2293.49,3,94.61
578-02-1282,159117.54,111382.278,7955.88,6364.7,17502.93,11,6364.7,3182.35,9,131.28
258-85-5441,57072.72,39950.904,2853.64,2282.91,6278,3,2282.91,1141.45,10,47.11
637-92-0719,115949.79,81164.853,5797.49,4637.99,12754.48,3,4637.99,2319,9,95.68
658-05-9229,100358.14,70250.698,5017.91,4014.33,11039.4,11,4014.33,2007.16,7,82.80
495-14-5207,147984.95,103589.465,7399.25,5919.4,16278.34,15,5919.4,2959.7,0,122.09
212-32-2051,20634.78,14444.346,1031.74,825.39,2269.83,9,825.39,412.7,7,17.03
346-58-0431,173715.83,121601.081,8685.79,6948.63,19108.74,20,6948.63,3474.32,1,143.33
291-54-8639,84740.52,59318.364,4237.03,3389.62,9321.46,10,3389.62,1694.81,9,69.92
462-72-6866,59078.24,41354.768,2953.91,2363.13,6498.61,5,2363.13,1181.56,3,48.75
469-88-5275,110085.84,77060.088,5504.29,4403.43,12109.44,3,4403.43,2201.72,1,90.84
430-17-4208,166955.91,116869.137,8347.8,6678.24,18365.15,14,6678.24,3339.12,4,137.74
204-63-4494,97283.99,68098.793,4864.2,3891.36,10701.24,2,3891.36,1945.68,7,80.28
626-16-5630,116466.3,81526.41,5823.32,4658.65,12811.29,12,4658.65,2329.33,6,96.09
865-52-5098,35277.12,24693.984,1763.86,1411.08,3880.48,12,1411.08,705.54,4,29.11
252-04-7983,39994.68,27996.276,1999.73,1599.79,4399.41,10,1599.79,799.89,5,33.00
515-98-0132,175660.74,122962.518,8783.04,7026.43,19322.68,5,7026.43,3513.21,9,144.94
554-99-0016,102358.79,71651.153,5117.94,4094.35,11259.47,13,4094.35,2047.18,4,84.45
772-94-7811,187519.3,131263.51,9375.97,7500.77,20627.12,18,7500.77,3750.39,1,154.72
100-12-1951,43911.42,30737.994,2195.57,1756.46,4830.26,5,1756.46,878.23,3,36.24
709-34-5213,183370.37,128359.259,9168.52,7334.81,20170.74,9,7334.81,3667.41,3,151.29
175-22-7355,183702.55,128591.785,9185.13,7348.1,20207.28,17,7348.1,3674.05,6,151.57
370-68-5457,185434.28,129803.996,9271.71,7417.37,20397.77,13,7417.37,3708.69,4,152.99
691-88-9138,24873,17411.1,1243.65,994.92,2736.03,14,994.92,497.46,8,20.53
524-97-5501,23697.37,16588.159,1184.87,947.89,2606.71,3,947.89,473.95,4,19.57
169-32-9462,186820.22,130774.154,9341.01,7472.81,20550.22,8,7472.81,3736.4,0,154.13
262-48-2206,28383.96,19868.772,1419.2,1135.36,3122.24,1,1135.36,567.68,1,23.44
566-16-2972,121182.12,84827.484,6059.11,4847.28,13330.03,6,4847.28,2423.64,0,99.99
441-06-0271,45583.12,31908.184,2279.16,1823.32,5014.14,11,1823.32,911.66,2,37.61
896-19-3876,67060.46,46942.322,3353.02,2682.42,7376.65,20,2682.42,1341.21,3,55.34
