EmpID,Name,Age,Gender,Sleeping Hours,Stress level,Medication,Hours of Meditation,Life Satisfaction,Relationship Status,Relationship Satisfaction,Acheivements,EQ,Mental Check up Score
554-54-2631,Pearle Shilling,49,Non-binary,14,6.1,1,0,4,4,1,12,84.9,4.919
185-76-8859,Alvina Canniffe,36,Non-binary,6,9.1,0,1,1,7,1,8,56.8,2.244
798-84-4263,Rollo Adam,24,Polygender,4,8.1,0,0,4,4,1,4,27.8,-0.727
811-88-1502,Heidie Spencley,55,Non-binary,14,7.8,1,2,4,4,1,6,41.2,0.672
487-54-7862,Carla Leger,39,Male,14,3.1,1,1,0,2,4,3,106.6,7.194
196-47-2733,Willy Hartles,44,Polygender,7,6.9,1,0,2,6,5,12,67.1,4.044
701-05-0656,Case McLurg,42,Genderfluid,12,5.3,1,0,1,2,2,7,58.8,3.03
483-12-6794,Brandy Jobern,51,Male,13,9.2,0,0,1,2,4,11,101.3,5.938
601-39-2729,Jocelin Iredale,30,Genderfluid,5,2.1,0,2,3,1,3,6,102.4,7.804
355-24-7889,Abby Simoneschi,50,Genderfluid,6,6.1,0,0,3,4,3,1,61.7,3.138
591-64-9037,Lemmy Dike,37,Female,5,9.6,1,0,4,2,4,5,95.6,5.367
157-57-4547,Elsinore Rowen,53,Genderqueer,13,7.6,1,2,2,6,4,3,42.3,0.978
187-40-9022,Mil Culwen,40,Non-binary,6,1.8,1,0,4,3,2,2,32.6,1.474
490-62-6783,Justine Trump,19,Agender,14,3.5,0,2,1,6,1,6,31.8,0.722
795-84-7456,Niven Channer,22,Bigender,9,8,1,2,1,4,1,12,66.9,4.545
429-39-5397,Raynard Cannaway,57,Female,13,2.7,0,1,3,6,1,2,52.8,2.822
850-13-9937,Noland Mellody,58,Agender,10,9.2,0,2,2,2,2,9,45,1.942
781-97-0966,Eirena Depport,55,Female,6,2.1,0,1,0,5,1,5,92,6.661
382-54-8269,Porty Castles,46,Male,11,5,1,0,3,4,3,2,91.8,6.37
104-30-3499,Rasla Shills,34,Polygender,4,9.8,1,0,4,2,5,7,85,4.173
870-82-3617,Howard Eckh,35,Genderfluid,4,4,0,1,3,3,2,11,63.6,3.591
172-28-9479,Dodie Bussen,39,Genderqueer,13,1.7,1,2,2,4,1,3,33.7,1.397
198-12-1713,Gayel Mattielli,27,Male,5,2.4,1,1,3,3,2,4,64.8,4.113
487-87-0182,Dirk Mariaud,42,Genderqueer,14,3.9,0,0,1,6,1,10,58.9,2.843
593-72-3054,Marga McLugish,44,Non-binary,4,2.6,0,2,5,6,5,1,32.3,1.085
328-37-1325,Correy Crockett,24,Polygender,14,3.4,0,2,5,4,4,3,74.3,4.815
607-49-8298,Connie Lunbech,56,Bigender,8,4.7,1,0,5,1,5,4,27.7,1.195
700-93-5976,Kyle Dobrovolny,30,Non-binary,7,3.7,1,0,0,1,1,12,103.7,7.805
858-50-4610,Rena Keming,18,Male,8,6,1,0,4,3,1,10,38.5,2.048
668-40-7221,Michaeline Lifsey,54,Genderfluid,7,7,0,0,0,6,3,3,49.6,1.999
380-96-3808,Janey Rowesby,30,Male,11,3.4,1,1,0,1,5,9,36.3,1.952
814-22-9560,Allie Schultes,54,Agender,6,3.4,0,1,4,2,2,4,39.1,1.91
863-08-7416,Maitilde Medford,53,Female,12,3.2,1,0,5,1,4,8,48.8,2.907
238-24-1506,Kelvin Coote,39,Genderfluid,7,3.1,0,0,0,3,5,6,85.3,6.227
575-56-4899,Cicily Spurett,47,Bigender,11,3.9,0,0,4,1,2,7,74.1,5.245
616-53-3070,Pat Brugman,47,Non-binary,4,3,1,1,3,2,2,3,31.5,0.58
778-44-6988,Marillin Braben,59,Genderqueer,12,4.3,1,2,5,6,5,3,86.6,6.183
119-94-0743,Alison Broscombe,53,Genderqueer,9,5.7,0,2,1,5,4,4,104.8,8.212
799-15-9749,Delainey Wigfall,36,Genderfluid,14,4.4,1,1,5,6,5,6,34.6,0.923
212-61-2032,Guillaume Gaughan,29,Female,6,5.4,0,0,3,1,1,6,77.2,4.848
612-76-1526,Susie Allnutt,49,Non-binary,12,4.4,1,0,4,7,2,9,95.2,6.743
775-32-5907,Lizzie Oret,52,Polygender,4,6.9,0,1,4,5,5,2,84.6,4.705
279-72-5350,Bailey Ellsom,37,Genderfluid,8,9.9,0,0,4,3,1,12,83,5.24
146-13-1925,Melisandra Lomis,44,Female,6,6.4,0,1,4,3,5,1,77,4.72
850-24-6316,Derron Eltune,30,Polygender,12,3.4,1,2,1,7,1,11,80.9,5.796
770-77-9300,Ardyth Calterone,48,Agender,10,7.1,1,1,3,6,5,11,104.9,7.852
526-71-6311,Cameron Father,37,Female,11,6.5,1,2,3,7,2,6,27.1,0.593
743-19-4042,Lyndsey Athey,37,Polygender,12,5.8,0,0,0,4,3,4,89.4,5.617
853-77-3042,Nanci Raisbeck,52,Genderfluid,5,4.9,0,1,2,7,4,6,82.2,5.159
412-97-3582,Thom Skull,19,Female,8,2.6,0,1,0,4,4,5,60.6,4.573
432-44-4937,Lilith Camden,55,Polygender,4,10,1,1,3,6,5,7,28.8,-0.946
290-40-7878,Tyson Wavell,31,Non-binary,12,3.9,0,2,3,5,5,6,82.7,6.009
323-20-6524,Marcel O'Doireidh,47,Male,14,4,0,2,2,4,3,5,100,6.725
524-67-0808,Lian Troker,25,Male,14,1.8,0,2,5,1,3,2,96.9,7.119
168-26-9738,Othelia Cambell,26,Female,8,2.4,0,1,4,2,1,10,86.6,7.25
250-04-5638,Granny Lankham,60,Agender,6,9.3,0,0,2,3,3,9,27.4,-0.478
572-78-0613,Loralee Peffer,38,Non-binary,13,4.5,0,0,3,1,2,11,80,5.13
706-54-0392,Lavinie Inman,35,Bigender,12,7.4,1,0,1,3,1,3,43.1,1.052
597-03-4759,Jammie Bricket,41,Genderqueer,8,9.9,1,0,0,6,5,2,85.2,4.913
197-98-1208,Waldo McCard,36,Male,13,1.6,1,0,3,5,5,3,72.7,4.89
312-24-9763,Atlanta Shawyer,29,Male,11,7.2,1,2,4,2,2,8,70.7,4.535
493-77-9411,Rhys Sandlin,32,Male,10,1.9,0,0,3,3,5,2,96,7.861
333-04-0878,Joya Puxley,31,Female,10,1.8,0,1,2,6,1,12,61.1,4.976
714-36-7268,Shalom Couch,30,Agender,10,7.5,1,0,1,1,1,4,74.6,4.518
617-78-2662,Padraig Tunaclift,33,Polygender,6,5.4,1,0,2,5,1,10,89.5,5.937
830-80-9875,Madeleine Wibrew,57,Non-binary,10,1.4,0,0,0,3,2,2,48.4,3.299
196-08-0009,Verne Margaret,26,Agender,12,5.4,0,1,0,7,2,8,79,5.026
840-11-5296,Jesselyn Anstee,33,Genderfluid,10,2,0,0,4,2,4,9,35.8,2.668
458-64-1509,Pippo Beggs,54,Polygender,12,6.3,0,1,4,5,4,2,79.8,4.964
625-23-0975,Sylas Marder,43,Bigender,5,8.5,0,0,0,1,4,12,84.4,4.548
215-25-4321,Agnesse Jeffress,54,Female,5,5.3,1,2,4,1,4,11,78.9,5.133
230-74-0663,Meade Sly,43,Agender,6,6.2,1,2,5,5,1,7,101.5,7.17
718-41-7618,Ashlie Antrack,30,Male,4,7.4,0,0,5,4,3,10,98.7,6.078
524-76-7460,Juline Elloit,44,Agender,6,9.8,1,1,2,7,5,1,60.9,2.367
610-95-5597,Fey Duxfield,34,Non-binary,14,9,0,2,0,4,5,10,97.8,5.593
639-55-4992,Carly Kerbler,36,Genderqueer,13,6.9,0,0,2,2,3,8,35,0.454
229-05-6612,Costanza Ackwood,59,Male,7,5.7,0,2,3,5,5,8,69.3,4.692
257-90-7401,Josi Brabben,53,Polygender,6,7.5,0,0,5,7,3,11,57.9,2.933
562-46-2421,Parsifal Deverell,60,Non-binary,11,7.5,0,1,3,3,1,3,30.6,0.438
351-35-0778,Elvina Caudell,18,Genderqueer,11,8.9,0,2,1,5,2,8,81.4,5.05
584-88-6201,Ronnie Exeter,39,Genderfluid,8,4.4,1,1,0,6,2,7,27.8,1.089
594-16-9868,El Paling,26,Genderfluid,8,4.3,0,0,1,2,5,5,106,8.237
390-28-6994,Chet Cullon,29,Bigender,13,3.5,0,2,3,5,5,5,43.9,2.28
472-90-5048,Analise Eastam,19,Agender,14,5.9,0,0,2,4,2,6,102.3,6.423
117-78-7102,Earvin Hedditeh,57,Female,7,2.7,1,1,0,7,2,6,88.7,6.543
344-96-2842,Agnesse Extil,26,Agender,8,2.8,0,1,1,4,1,9,89.6,7.196
242-62-9239,Marcellus Cansdill,54,Genderqueer,7,8.3,1,2,0,2,3,10,62.8,3.314
834-42-9647,Dionis Clowton,45,Female,9,1.9,1,1,2,1,3,8,53.7,4.425
796-29-5114,Natty Brunet,26,Genderqueer,11,1.5,0,1,1,2,2,3,107.2,8.603
334-73-2167,Sunny Wyre,53,Non-binary,13,6.9,0,0,5,7,5,11,100.3,6.635
664-17-4190,Ailee Demko,48,Polygender,12,1.1,1,2,3,3,1,11,52,3.751
550-47-0488,Ches Jobbins,42,Bigender,9,2.4,1,1,2,7,4,10,28.4,2.143
586-11-3596,Teresita Greally,33,Male,13,3.5,1,1,2,1,4,5,70.9,4.422
458-48-0693,Cara Stammers,51,Female,12,5.2,1,2,4,1,1,12,28.6,0.875
787-06-7356,Lydon Gergolet,40,Male,10,6.4,1,0,3,3,5,9,106.1,7.953
391-92-9519,Kristofor Houdhury,42,Genderfluid,9,4.9,1,2,5,6,2,9,53.5,4.117
345-98-1858,Shanna Geeves,58,Female,4,4,0,2,3,1,5,2,106.7,7.337
154-06-3551,Leelah Vowels,20,Agender,14,8.9,1,2,5,2,5,5,60.5,2.484
278-89-8725,Althea Fehners,30,Female,7,7.9,0,0,5,5,1,6,63.8,3.552
197-17-2683,Tine Wisam,18,Female,13,8.5,0,2,3,5,3,4,43.9,1.209
400-13-1153,Angil Biss,47,Polygender,5,4,0,2,4,6,1,2,69.2,4.243
478-41-6998,Jessie Strathern,39,Male,4,4.1,1,0,0,6,5,12,87.4,5.436
186-50-5039,Thomas Shaefer,29,Female,12,1.5,0,1,3,6,2,9,69.9,5.25
571-65-5632,Vivien Nolleth,25,Male,9,7.4,0,2,0,6,2,11,51.6,3.256
283-34-1358,Courtney Claessens,52,Non-binary,10,4.7,0,1,3,5,3,2,90.7,6.786
365-36-3302,Maxwell Ramelet,45,Agender,13,4.6,0,1,2,1,2,10,101.1,7.004
143-62-7407,Fran Chidzoy,55,Non-binary,12,7.2,1,2,4,2,2,8,52,2.46
607-61-0279,Alix Heersma,54,Polygender,14,6.8,1,0,1,5,1,2,55.1,1.566
148-92-3026,Robbyn Kernar,49,Female,12,3.2,0,2,0,3,2,8,63.7,4.14
318-99-4524,Damaris Eddies,22,Male,14,9.4,1,1,0,6,5,9,47.2,0.818
753-81-5593,Nevins Najara,31,Genderqueer,8,6.9,1,2,5,1,1,12,80.9,5.967
189-62-8701,Cammie MacCleod,30,Genderfluid,9,2.3,0,1,0,7,3,8,77.2,6.424
428-80-1324,Minny Thorneywork,47,Genderfluid,4,8.6,0,1,4,3,3,7,89.5,4.894
478-76-3092,Lynnette Fulop,31,Agender,12,10,1,1,5,6,3,9,82.9,4.746
452-69-4949,Josiah Pardew,35,Agender,4,4.3,1,2,4,3,3,8,84.8,5.516
586-35-1491,Steward Diben,31,Polygender,11,2.8,0,2,2,7,3,1,80.1,6.026
834-54-3380,Mina Wateridge,27,Male,9,4.1,1,2,3,7,3,11,62.2,5.082
246-54-1644,Dugald Kidgell,46,Genderfluid,6,6.9,0,0,3,6,4,7,58,2.859
656-10-7361,Lavina Asgodby,53,Bigender,4,8.6,0,0,2,2,1,8,38.8,0.023
744-65-3632,Anallese Garnson,54,Polygender,13,4.8,1,2,5,7,1,6,107.8,7.669
500-60-2795,Eugenius Lumsdall,40,Agender,13,7.4,1,1,0,6,2,6,94.5,5.529
209-04-7708,Jonell Rogan,31,Genderqueer,4,7.1,0,1,4,1,5,4,39.1,0.703
636-51-8497,Tove Bulcock,56,Non-binary,12,8.3,0,1,2,1,4,3,34.1,0.315
239-87-7567,Delmor Krabbe,27,Agender,9,2,0,1,2,1,3,10,101.9,8.926
630-73-5302,Franky McTiernan,53,Agender,6,4,0,2,4,3,1,1,33.2,1.255
676-41-7739,Randie Skin,40,Non-binary,12,3.6,0,1,4,2,3,5,68.9,4.653
134-46-9257,Hubie Galliford,59,Bigender,8,6.2,0,0,3,7,4,6,56.6,3.414
529-38-6435,Gabie Walklot,32,Male,5,8.7,1,2,5,4,3,1,58,2.353
559-18-3764,Mandel Cunio,39,Polygender,14,9.8,1,1,2,7,5,12,70.2,2.951
555-15-5878,Man Choules,36,Female,7,3.5,1,1,1,3,1,11,107.7,8.341
131-57-1352,Caria Soldner,44,Male,10,8.3,1,1,5,2,5,7,47.7,2.484
164-86-0190,Gilligan Hardesty,30,Agender,6,5.4,0,0,0,5,1,8,43,1.615
198-64-5501,Erica Snaith,36,Male,6,6.8,0,1,5,5,3,10,108,7.735
431-37-9124,Carley Sherry,53,Polygender,9,9.6,1,1,5,2,4,6,55.3,3.108
848-97-9758,Reginald Baltrushaitis,39,Bigender,6,3.4,1,1,0,3,5,11,62.9,4.068
593-77-6491,Helenka Pitt,56,Female,5,8.8,1,2,2,2,4,7,37.6,0.415
722-22-8739,Berne Kestian,32,Bigender,8,5.8,1,1,0,2,5,6,55.2,3.35
448-21-2214,Ronalda Cooch,40,Female,6,6.6,0,2,3,4,1,3,54.6,2.666
795-15-2468,Vikky Lamplugh,54,Genderqueer,8,6.6,1,2,4,1,4,2,88.8,6.381
118-22-6720,Terence Showalter,51,Non-binary,12,3,1,2,5,1,2,9,52.6,3.507
330-15-6617,Wendel Butterley,41,Female,12,6.8,0,1,4,2,5,9,47.6,2.24
484-27-0972,Malina Bulstrode,20,Agender,9,9.7,0,1,2,5,4,10,52.5,2.936
329-91-2039,Aile Sapwell,42,Non-binary,8,7.6,1,2,2,6,2,12,89,6.325
574-74-4682,Jemie Arnauduc,38,Male,4,6.8,0,1,3,7,3,12,87.8,5.229
170-14-0264,Elfrieda Ennor,18,Non-binary,8,6.4,0,1,3,5,2,11,51.7,3.312
408-08-5520,Sheilah Hathaway,22,Agender,13,9.4,1,2,3,3,3,9,45.5,1.235
504-45-4507,Regen Ciardo,52,Polygender,8,9.2,1,0,3,1,3,11,62.9,3.439
198-22-5301,Bria Goaks,31,Bigender,8,9.3,0,1,0,6,1,1,68.8,3.624
407-30-2939,Brandi Kilfether,27,Genderfluid,9,7,0,1,4,2,2,10,83.2,6.303
519-79-0683,Vivia Chaman,41,Bigender,12,3.9,1,0,4,7,3,2,75.1,4.884
357-83-1063,Aurel Bellingham,53,Genderfluid,13,6.2,0,0,0,4,2,3,55,2.025
765-18-8140,Fairfax Mitchall,31,Agender,9,8.6,0,0,3,5,1,11,68.4,4.425
370-75-4782,Talyah Kermitt,34,Genderqueer,13,5.1,1,2,0,4,4,7,62.7,3.383
313-59-6109,Lissy Trevino,30,Non-binary,5,1.7,0,0,3,7,5,2,98.3,7.219
164-46-5907,Torrey Burgin,26,Non-binary,7,7,1,2,5,5,3,11,72.4,4.936
543-40-8270,Sheila-kathryn Gunthorpe,29,Female,5,6.8,0,1,3,2,4,2,46.6,1.59
175-62-7902,Dory Hunday,39,Bigender,11,4.8,0,1,2,5,4,12,54,3.463
527-70-1704,Giustino Gregolin,36,Agender,4,7.7,1,2,0,4,4,2,102.2,5.934
555-23-6510,Christal Dyster,50,Genderqueer,8,9.7,0,1,1,7,2,4,71.9,3.94
859-73-9122,Abel Wiltshire,31,Bigender,8,1,1,1,5,2,1,4,70.9,5.946
698-29-5169,Teressa Paulat,47,Genderfluid,9,7.2,1,0,3,5,3,3,48.9,2.674
362-66-9071,Doralia Alekseicik,37,Genderfluid,8,4.3,1,1,0,2,3,12,56.2,3.854
831-91-2014,Micheil Demetr,23,Male,4,7,1,0,1,1,3,9,80.9,4.239
799-38-4399,Karol Sealand,26,Bigender,13,8.6,1,2,4,5,3,3,96.4,5.85
167-09-4862,Noach O'Lennane,56,Bigender,10,1.2,1,1,4,1,5,11,89.6,7.761
647-04-4562,Kiersten Kless,54,Polygender,14,3.4,1,2,4,6,1,5,63.9,3.612
419-52-3930,Anton Brandone,49,Bigender,5,3,1,1,4,7,2,7,107.5,7.904
798-05-2130,Welch Orton,60,Bigender,9,4.9,1,2,4,6,2,1,103.4,8.246
385-25-2292,Lesley Coulbeck,44,Male,6,5.2,0,2,0,7,3,10,84.5,5.697
651-30-0088,Klaus Donke,25,Genderqueer,9,6,1,1,1,2,3,6,42,2.466
133-42-0510,Grissel Whitehorne,52,Bigender,8,3.9,0,2,3,2,2,2,89.4,6.927
678-71-7439,Arabel Shotter,25,Male,5,4.9,0,2,4,7,1,5,63.6,3.731
264-52-8973,Cordi Filgate,33,Female,7,8.8,0,0,0,1,4,9,46.2,1.596
418-48-8275,Albert Acott,60,Male,4,9.8,1,1,4,4,2,11,80.7,3.854
401-88-9557,Chris Churchward,18,Polygender,13,5.7,1,0,5,3,3,8,45.6,1.92
504-49-4983,Jerri Van Vuuren,19,Agender,10,2.3,1,2,0,1,3,5,49.6,3.686
274-76-9035,Gwen Warcop,31,Non-binary,11,3.2,0,0,4,1,1,3,77.8,5.635
603-71-9347,Maria Lempke,56,Bigender,11,8.1,1,0,5,4,5,2,55.9,2.659
420-77-6886,Mata Lapthorn,46,Bigender,14,1.3,0,2,0,1,3,11,27.4,0.801
705-40-4194,Amelina Meegan,29,Male,12,5.3,1,0,1,5,5,9,39.7,1.514
576-87-3402,Ginger Lackney,51,Genderfluid,4,5.3,0,1,3,3,1,6,43.3,1.257
386-73-5299,Jeromy Jaouen,48,Genderqueer,9,4.1,0,1,1,7,2,3,80,6.121
868-35-7590,Marlo Ovenden,45,Non-binary,11,4.8,1,2,0,3,2,6,67.3,4.33
525-24-5050,Nyssa Bugden,51,Genderfluid,8,9.7,0,2,3,4,1,8,65.2,3.684
358-05-0361,Hymie Donat,47,Genderfluid,9,6.9,0,0,5,2,3,8,62.1,4.265
284-29-1287,Hailee Comrie,51,Polygender,14,2.9,0,1,5,5,1,8,85.3,5.741
871-21-2249,Prentiss Kensall,57,Agender,12,5.9,0,2,3,6,5,12,50.3,2.765
377-79-9044,Curtis Gordon,24,Bigender,10,6.7,0,2,4,6,1,9,44,2.615
747-90-3567,Nigel Cawdron,20,Female,4,4.5,1,2,0,3,5,10,51.3,2.38
295-25-7944,Roz Chominski,34,Bigender,7,4.2,0,1,5,7,2,7,75.6,5.553
782-01-7863,Merola Jeanneau,58,Non-binary,8,8.3,0,2,4,5,2,9,102.6,7.455
532-70-2357,Christel Youson,57,Non-binary,5,1.3,1,2,4,6,5,1,97.1,7.333
285-64-9249,Deedee Maddison,49,Male,5,1.8,0,2,4,2,3,6,28.4,1.207
762-12-2041,Maxwell Eskrigge,23,Male,7,2.9,1,0,2,1,5,5,89.6,6.793
823-16-4890,Lottie Domini,33,Female,9,8,0,1,0,6,2,7,84.2,5.784
533-42-3925,Reiko Eddies,50,Agender,14,7.3,1,0,1,6,3,5,86.6,4.457
136-62-5979,Malissia Purbrick,24,Agender,8,5.5,0,0,2,1,1,9,87,6.357
214-75-4726,Berton Copner,58,Agender,6,4.7,1,2,5,5,2,1,53.1,2.936
536-23-1025,Irena Dibb,52,Polygender,7,6.8,1,2,5,5,4,9,31,1.122
364-51-2149,Payton Scurman,38,Female,10,7.2,0,0,4,2,5,1,40.7,1.786
167-12-8749,Carolee Guildford,41,Genderqueer,5,4.7,1,1,4,6,4,1,54,2.637
262-58-4226,Samaria Gillam,52,Polygender,4,1.9,1,0,1,5,1,9,69,4.061
687-83-7547,Paulita Fairbrother,25,Female,8,2.2,0,0,2,3,4,2,46.3,3.261
250-95-2808,Cynthea Moggan,55,Bigender,13,2.9,1,2,4,7,1,8,97.3,7.11
493-65-9637,Paulie Goodburn,20,Polygender,12,3,0,1,4,6,2,1,56.5,3.613
572-36-2000,Deerdre Pennycook,43,Female,10,1.8,0,2,2,1,5,2,104.4,8.765
466-19-6333,Belita Sheed,33,Male,7,2.2,1,2,0,3,1,5,82.1,6.193
509-54-1760,Maximilien Wemyss,57,Male,6,5.4,0,1,3,1,2,10,60.1,3.482
556-65-2319,Robinet Tessier,23,Male,8,8.1,0,0,4,5,4,2,61.5,3.542
359-74-8299,Jenna Coneley,59,Bigender,4,8.5,1,1,5,3,3,7,97.2,5.595
325-16-7676,Julie Le Fevre,38,Agender,12,9.4,0,2,1,1,4,10,34.7,0.454
521-92-8743,Fifine Blazek,25,Agender,6,3.3,1,0,5,3,5,3,74,5.143
173-93-6495,Cirilo Halfpenny,35,Non-binary,6,8.2,0,2,2,6,3,3,95.4,6.011
324-47-8320,Licha Speed,35,Female,9,1.1,1,1,3,1,2,9,60.2,5.284
633-22-5059,Siana Brokenshaw,26,Genderfluid,10,6.3,1,2,0,2,3,5,66,4.277
237-16-6876,Tremayne Muckersie,37,Male,13,8.2,0,1,3,3,1,8,46.7,1.36
668-24-3934,Waldo Defty,45,Non-binary,11,7.2,0,2,5,1,5,10,89.1,6.398
327-23-7903,Lauren Witcombe,60,Agender,6,1.8,0,1,1,6,4,1,56,3.511
715-73-2897,Neala Suart,27,Genderfluid,13,5.8,1,0,2,5,4,4,103.9,6.788
132-49-0271,Mela Suscens,51,Genderfluid,4,2.1,1,0,4,6,3,4,52.3,2.639
392-37-9512,Konrad Circuit,19,Male,7,4.9,0,1,3,3,1,4,93.6,6.85
850-14-5585,Courtnay Speller,54,Female,5,4.3,0,1,2,1,3,9,74.5,4.647
790-67-0041,Abigale Nugent,34,Genderfluid,7,9.3,1,0,4,4,2,12,97.4,6.354
680-96-6640,Pembroke Oglevie,32,Genderqueer,5,3.7,1,0,5,4,4,2,59.1,3.322
494-62-6460,Jocko Muston,29,Female,6,6.4,0,0,5,4,2,2,41.1,1.439
183-30-9487,Melessa Askham,46,Genderqueer,7,5.1,0,1,1,1,3,8,87.1,6.136
798-72-7287,Lucille Kemwal,19,Polygender,12,6.9,1,2,0,1,1,4,90.7,5.729
711-28-5073,Deni Frichley,50,Genderfluid,14,3,1,2,3,1,3,12,29.7,0.829
812-04-2085,Hayyim Scobbie,32,Female,4,3,1,1,3,4,4,10,45,2.12
493-16-1044,Blondell Greenside,28,Male,9,7.9,0,2,0,3,5,9,93.7,6.953
192-20-8060,Rosaline Plet,32,Non-binary,10,7.4,0,0,0,2,1,5,76.3,4.693
866-24-5295,Farlee Dicty,51,Genderqueer,4,8.8,0,1,2,1,4,1,73.3,3.092
447-82-9302,Joyous Willmott,48,Polygender,8,5,1,2,1,2,2,6,94.5,7.097
482-90-4861,Gene Gerbl,38,Female,4,1.4,1,1,5,4,4,1,48.9,2.652
333-62-4074,Gabby Glanton,41,Male,11,4.4,1,2,4,6,3,7,42.3,2.517
103-32-4044,Hamil Pheasey,39,Genderfluid,9,1.9,1,0,1,7,5,3,64.6,5.146
611-17-0205,Konstantin Scuffham,29,Non-binary,13,3,0,0,3,6,3,9,35.8,1.476
330-91-2555,Kliment Huortic,48,Genderfluid,5,2.5,1,2,3,1,1,1,59.7,3.55
304-91-8646,May Clifton,58,Genderqueer,8,3.2,0,0,3,1,2,10,82.4,6.428
208-23-7002,Brion Ommanney,30,Female,6,3,1,2,0,1,3,9,77.2,5.477
229-67-2707,Denny Kenforth,57,Genderqueer,7,1.5,0,0,3,4,4,1,75.9,5.693
801-12-6636,Domenic Newlyn,42,Genderqueer,6,6.4,1,0,4,7,4,5,106.7,7.32
538-20-1796,Shamus Kipling,32,Agender,14,1.6,0,2,2,7,3,1,35.8,1.386
158-29-2860,Daryn Bennough,39,Female,6,8.6,0,2,2,7,1,10,68.7,3.658
733-33-6186,Mychal Hevey,32,Polygender,11,5.8,1,0,4,1,4,11,89.5,6.417
525-72-1409,Durward Pallent,21,Polygender,11,8.7,0,2,2,2,5,4,103.3,7.081
166-84-4221,Wolfy Dies,47,Male,13,6.4,1,2,4,3,1,7,77.9,4.622
578-02-1282,Ringo O'Dyvoy,41,Bigender,14,2.9,0,0,0,2,5,11,31.8,0.697
258-85-5441,Onfre Helstrom,42,Female,8,5.6,0,0,5,6,3,3,44.3,2.502
637-92-0719,Garwood Breinl,51,Female,10,2.8,1,0,0,2,5,12,92,7.285
658-05-9229,Carmel Tubbles,36,Bigender,13,8.3,0,1,0,6,5,7,49.7,1.493
495-14-5207,Nelli Geekin,32,Agender,6,2.2,1,2,3,1,2,12,74.9,5.699
212-32-2051,Stillman Crombie,53,Non-binary,5,5,0,2,5,2,4,5,58.4,3.293
346-58-0431,Piper Ramage,56,Male,12,5.5,1,0,2,1,2,8,73.3,4.351
291-54-8639,Giovanni Niessen,44,Female,5,6.8,1,1,0,1,1,10,78.7,4.309
462-72-6866,Bastian Tarry,48,Genderqueer,7,7.2,1,0,0,7,5,12,58.3,3.037
469-88-5275,Leigh Shave,27,Polygender,7,9.8,1,2,3,1,4,10,94.9,6.228
430-17-4208,Darb Gwyer,43,Female,8,8.2,1,2,4,5,5,10,64.8,4.187
204-63-4494,Dinny MacNeil,49,Female,11,6.3,1,0,1,7,3,1,57.8,2.858
626-16-5630,Terra Girardini,20,Non-binary,5,8.7,1,0,2,1,2,2,75.7,3.564
865-52-5098,Eolande Polland,50,Female,5,5.8,1,2,3,7,3,9,63.9,3.529
252-04-7983,Phillipp Jeanequin,26,Genderfluid,8,9.2,0,1,3,4,1,7,73.8,4.51
515-98-0132,Waiter Seyler,43,Male,13,10,1,2,1,1,3,11,61.5,2.372
554-99-0016,Kirstyn Coot,19,Female,8,2.7,0,0,3,5,3,6,30,1.888
772-94-7811,Letizia Soule,34,Genderfluid,8,3.8,1,0,0,1,2,8,82.5,6.068
100-12-1951,Ezequiel Llewelly,28,Agender,12,3.3,1,1,0,3,4,11,53.9,3.297
709-34-5213,Etti Silson,59,Bigender,5,6.9,1,0,5,3,2,1,91.8,5.415
175-22-7355,Ashton Cosgrive,37,Genderqueer,4,1.2,0,2,0,5,5,1,106,7.687
370-68-5457,Anthony Reef,28,Polygender,10,4.8,0,0,0,6,5,11,90.7,6.854
691-88-9138,Skye Shama,38,Male,6,2.5,1,0,3,1,2,3,98.8,7.252
524-97-5501,Christie Bough,54,Genderqueer,13,2.2,0,1,1,4,3,7,97.9,7.064
169-32-9462,Charlene Stood,18,Genderqueer,8,8,0,1,5,5,1,3,89.6,6.257
262-48-2206,Tommy Ottawell,23,Female,13,3.7,1,2,4,1,1,8,61.8,3.873
566-16-2972,Filia Smye,43,Female,11,2.8,1,2,0,4,5,9,88,6.799
441-06-0271,Gwenette Goseling,30,Genderfluid,8,4.7,0,1,3,5,4,5,59.1,4.141
896-19-3876,Trip Robion,41,Genderqueer,13,2.1,1,0,1,1,3,1,49.5,2.418
472-11-6007,Paton Corck,48,Male,8,9.2,1,0,0,2,3,7,78.5,4.525
337-38-9197,Maxine Della,46,Genderqueer,14,4,0,0,3,1,4,8,42.9,1.539
115-25-3643,Dur Muncey,30,Female,9,9,1,1,5,5,4,4,64.9,4.12
866-63-5166,Jacinthe Larcier,24,Male,9,2.5,0,1,1,4,3,11,40.7,3.29
875-05-2675,Eddie Greeson,30,Agender,4,6.8,1,2,5,3,4,6,39,0.931
549-43-6004,Addy Collyns,19,Bigender,10,2,1,2,3,3,3,4,37.9,2.876
612-31-8021,Bartlett Larham,18,Genderqueer,5,3.9,1,1,3,6,5,5,80,5.344
426-45-8501,Pancho Kinsell,25,Agender,11,1.1,0,2,4,5,3,2,31.6,2.219
384-97-9669,Staford Dobbins,21,Agender,10,1.6,0,0,1,1,4,9,61.4,4.911
150-37-6953,Isac Lavis,28,Female,6,4,0,1,3,1,4,3,57,3.449
863-16-6112,Carly Reveley,29,Agender,6,8.8,1,2,0,5,3,7,69.1,3.475
